Fecha_Cambio,TC_Soles_Dolares,TC_Soles_Euros
2010-04-29,2.84414285714286,3.722
2010-04-30,2.84628571428571,3.755
2010-05-03,2.84457142857143,3.712
2010-05-04,2.84714285714286,3.572
2010-05-05,2.849,3.657
2010-05-06,2.85114285714286,3.616
2010-05-07,2.85228571428571,3.525
2010-05-10,2.84385714285714,3.524
2010-05-11,2.84414285714286,3.501
2010-05-12,2.83814285714286,3.569
2010-05-13,2.83685714285714,3.537
2010-05-14,2.84,3.502
2010-05-17,2.841,3.433
2010-05-18,2.83957142857143,3.442
2010-05-19,2.845,3.444
2010-05-20,2.85085714285714,3.421
2010-05-21,2.84314285714286,3.469
2010-05-24,2.84485714285714,3.452
2010-05-25,2.84757142857143,3.447
2010-05-26,2.845,3.556
2010-05-27,2.847,3.466
2010-05-28,2.84585714285714,3.416
2010-05-31,2.84285714285714,3.372
2010-06-01,2.84385714285714,3.401
2010-06-02,2.84442857142857,3.374
2010-06-03,2.84442857142857,3.352
2010-06-04,2.849,3.306
2010-06-07,2.84942857142857,3.257
2010-06-08,2.847,3.303
2010-06-09,2.84442857142857,3.309
2010-06-10,2.84471428571429,3.429
2010-06-11,2.84414285714286,3.338
2010-06-14,2.84171428571429,3.391
2010-06-15,2.83857142857143,3.419
2010-06-16,2.83757142857143,3.368
2010-06-17,2.83442857142857,3.409
2010-06-18,2.83014285714286,3.375
2010-06-21,2.82485714285714,3.392
2010-06-22,2.82614285714286,3.446
2010-06-23,2.82742857142857,3.397
2010-06-24,2.827,3.457
2010-06-25,2.826,3.367
2010-06-30,2.82557142857143,3.343
2010-07-01,2.82514285714286,3.398
2010-07-02,2.82457142857143,3.41
2010-07-05,2.823,3.412
2010-07-06,2.82314285714286,3.483
2010-07-07,2.82328571428571,3.43
2010-07-08,2.82271428571429,3.469
2010-07-09,2.82357142857143,3.442
2010-07-12,2.82257142857143,3.454
2010-07-13,2.81942857142857,3.485
2010-07-14,2.81414285714286,3.487
2010-07-15,2.81985714285714,3.439
2010-07-16,2.823,3.579
2010-07-19,2.822,3.516
2010-07-20,2.82371428571429,3.517
2010-07-21,2.82514285714286,3.502
2010-07-22,2.82171428571429,3.589
2010-07-23,2.82242857142857,3.577
2010-07-26,2.82257142857143,3.648
2010-07-27,2.822,3.577
2010-08-02,2.81685714285714,3.544
2010-08-03,2.81042857142857,3.596
2010-08-04,2.80271428571429,3.534
2010-08-05,2.80028571428571,3.597
2010-08-06,2.79985714285714,3.574
2010-08-09,2.80057142857143,3.566
2010-08-10,2.804,3.505
2010-08-11,2.80614285714286,3.453
2010-08-12,2.80414285714286,3.522
2010-08-13,2.80457142857143,3.493
2010-08-16,2.80185714285714,3.566
2010-08-17,2.799,3.566
2010-08-18,2.79714285714286,3.545
2010-08-19,2.79814285714286,3.582
2010-08-20,2.79942857142857,3.423
2010-08-23,2.79828571428571,3.511
2010-08-24,2.79814285714286,3.416
2010-08-25,2.79814285714286,3.468
2010-08-26,2.79485714285714,3.474
2010-08-27,2.79814285714286,3.478
2010-08-31,2.79642857142857,3.432
2010-09-01,2.79414285714286,3.492
2010-09-02,2.79542857142857,3.452
2010-09-03,2.794,3.521
2010-09-06,2.79228571428571,3.501
2010-09-07,2.79471428571429,3.48
2010-09-08,2.79342857142857,3.443
2010-09-09,2.79257142857143,3.528
2010-09-10,2.78942857142857,3.385
2010-09-13,2.78728571428571,3.421
2010-09-14,2.78728571428571,3.53
2010-09-15,2.788,3.485
2010-09-16,2.788,3.498
2010-09-17,2.78885714285714,3.506
2010-09-20,2.79142857142857,3.54
2010-09-21,2.79157142857143,3.642
2010-09-22,2.78928571428571,3.667
2010-09-23,2.78828571428571,3.601
2010-09-24,2.78685714285714,3.642
2010-09-27,2.78885714285714,3.587
2010-09-28,2.788,3.718
2010-09-29,2.78728571428571,3.763
2010-09-30,2.787,3.675
2010-10-01,2.78742857142857,3.742
2010-10-04,2.78928571428571,3.787
2010-10-05,2.787,3.704
2010-10-06,2.789,3.811
2010-10-07,2.78828571428571,3.71
2010-10-11,2.78714285714286,3.782
2010-10-12,2.78628571428571,3.681
2010-10-13,2.78628571428571,3.822
2010-10-14,2.78828571428571,3.849
2010-10-15,2.79271428571429,3.834
2010-10-18,2.79142857142857,3.792
2010-10-19,2.79342857142857,3.686
2010-10-20,2.79128571428571,3.8
2010-10-21,2.792,3.835
2010-10-22,2.794,3.814
2010-10-25,2.79171428571429,3.728
2010-10-26,2.79271428571429,3.711
2010-10-27,2.79728571428571,3.809
2010-10-28,2.79757142857143,3.752
2010-10-29,2.79628571428571,3.833
2010-11-02,2.79371428571429,3.785
2010-11-03,2.79257142857143,3.83
2010-11-04,2.79142857142857,3.88
2010-11-05,2.792,3.929
2010-11-08,2.79457142857143,3.816
2010-11-09,2.79657142857143,3.752
2010-11-10,2.79928571428571,3.776
2010-11-11,2.799,3.755
2010-11-12,2.80128571428571,3.693
2010-11-15,2.805,3.761
2010-11-16,2.80857142857143,3.7
2010-11-17,2.80914285714286,3.696
2010-11-18,2.805,3.73
2010-11-19,2.80571428571429,3.742
2010-11-22,2.80842857142857,3.733
2010-11-23,2.81142857142857,3.676
2010-11-24,2.80871428571429,3.643
2010-11-25,2.81,3.697
2010-11-26,2.81542857142857,3.627
2010-11-29,2.82485714285714,3.615
2010-11-30,2.83157142857143,3.55
2010-12-01,2.82642857142857,3.562
2010-12-02,2.82642857142857,3.571
2010-12-03,2.82457142857143,3.718
2010-12-06,2.82214285714286,3.582
2010-12-07,2.81714285714286,3.675
2010-12-09,2.82171428571429,3.575
2010-12-10,2.82614285714286,3.626
2010-12-13,2.82457142857143,3.602
2010-12-14,2.82057142857143,3.667
2010-12-15,2.81728571428571,3.667
2010-12-16,2.81771428571429,3.587
2010-12-17,2.81571428571429,3.678
2010-12-20,2.80885714285714,3.686
2010-12-21,2.80414285714286,3.56
2010-12-22,2.80357142857143,3.549
2010-12-23,2.79842857142857,3.504
2010-12-27,2.799,3.614
2010-12-28,2.80228571428571,3.563
2010-12-29,2.80757142857143,3.606
2010-12-30,2.80642857142857,3.583
2011-01-03,2.80157142857143,3.609
2011-01-04,2.80042857142857,3.566
2011-01-05,2.802,3.534
2011-01-06,2.80357142857143,3.605
2011-01-07,2.80371428571429,3.467
2011-01-10,2.80457142857143,3.451
2011-01-11,2.79942857142857,3.481
2011-01-12,2.79142857142857,3.469
2011-01-13,2.78571428571429,3.692
2011-01-14,2.788,3.621
2011-01-17,2.78571428571429,3.581
2011-01-18,2.78442857142857,3.616
2011-01-19,2.77757142857143,3.624
2011-01-20,2.77457142857143,3.638
2011-01-21,2.77285714285714,3.748
2011-01-24,2.77185714285714,3.73
2011-01-25,2.77414285714286,3.625
2011-01-26,2.77171428571429,3.642
2011-01-27,2.77057142857143,3.737
2011-01-28,2.77357142857143,3.643
2011-01-31,2.77142857142857,3.644
2011-02-01,2.76671428571429,3.696
2011-02-02,2.76571428571429,3.683
2011-02-03,2.76728571428571,3.66
2011-02-04,2.76671428571429,3.685
2011-02-07,2.76657142857143,3.599
2011-02-08,2.767,3.693
2011-02-09,2.76742857142857,3.705
2011-02-10,2.76685714285714,3.636
2011-02-11,2.76471428571429,3.616
2011-02-14,2.76542857142857,3.59
2011-02-15,2.76928571428571,3.566
2011-02-16,2.76785714285714,3.57
2011-02-17,2.76657142857143,3.741
2011-02-18,2.76657142857143,3.64
2011-02-21,2.76885714285714,3.605
2011-02-22,2.77628571428571,3.665
2011-02-23,2.78871428571429,3.69
2011-02-24,2.779,3.691
2011-02-25,2.77457142857143,3.698
2011-02-28,2.77371428571429,3.812
2011-03-01,2.77542857142857,3.659
2011-03-02,2.77357142857143,3.65
2011-03-03,2.76885714285714,3.716
2011-03-04,2.76857142857143,3.803
2011-03-07,2.76857142857143,3.817
2011-03-08,2.77,3.725
2011-03-09,2.76857142857143,3.767
2011-03-10,2.76942857142857,3.633
2011-03-11,2.76814285714286,3.669
2011-03-14,2.76785714285714,3.695
2011-03-15,2.76914285714286,3.73
2011-03-16,2.76842857142857,3.716
2011-03-17,2.76785714285714,3.72
2011-03-18,2.76571428571429,3.816
2011-03-21,2.78085714285714,3.753
2011-03-22,2.78157142857143,3.861
2011-03-23,2.77671428571429,3.765
2011-03-24,2.77771428571429,4.053
2011-03-25,2.78842857142857,3.897
2011-03-28,2.81014285714286,3.776
2011-03-29,2.81342857142857,3.887
2011-03-30,2.80671428571429,3.927
2011-03-31,2.80271428571429,3.873
2011-04-01,2.80614285714286,3.847
2011-04-04,2.80957142857143,3.887
2011-04-05,2.808,3.888
2011-04-06,2.80885714285714,3.958
2011-04-07,2.80442857142857,3.878
2011-04-08,2.79714285714286,3.842
2011-04-11,2.79957142857143,3.853
2011-04-12,2.807,4.036
2011-04-13,2.81385714285714,4.001
2011-04-14,2.82228571428572,3.979
2011-04-15,2.82214285714286,3.947
2011-04-18,2.82185714285714,3.888
2011-04-19,2.82228571428571,3.92
2011-04-20,2.82042857142857,4.046
2011-04-25,2.82214285714286,3.983
2011-04-26,2.82557142857143,4.04
2011-04-27,2.83142857142857,4.037
2011-04-28,2.822,4.179
2011-04-29,2.82028571428571,4.024
2011-05-03,2.82871428571429,4.011
2011-05-04,2.81928571428571,4.135
2011-05-05,2.81714285714286,3.917
2011-05-06,2.8,3.967
2011-05-09,2.79028571428571,3.815
2011-05-10,2.79085714285714,3.862
2011-05-11,2.79271428571429,3.801
2011-05-12,2.78057142857143,3.856
2011-05-13,2.76228571428571,3.78
2011-05-16,2.758,3.767
2011-05-17,2.75957142857143,3.806
2011-05-18,2.75157142857143,3.866
2011-05-19,2.754,3.767
2011-05-20,2.75542857142857,3.803
2011-05-23,2.75642857142857,3.805
2011-05-24,2.75057142857143,3.777
2011-05-25,2.748,3.757
2011-05-26,2.74671428571429,3.673
2011-05-27,2.75085714285714,3.751
2011-05-30,2.76885714285714,3.797
2011-05-31,2.768,3.85
2011-06-01,2.77842857142857,3.913
2011-06-02,2.76357142857143,3.856
2011-06-03,2.76257142857143,3.925
2011-06-06,2.79042857142857,3.889
2011-06-07,2.78671428571429,3.908
2011-06-08,2.77928571428571,3.911
2011-06-09,2.763,4.005
2011-06-10,2.763,3.804
2011-06-13,2.75914285714286,3.805
2011-06-14,2.76042857142857,3.956
2011-06-15,2.761,3.766
2011-06-16,2.76114285714286,3.883
2011-06-17,2.75914285714286,3.9
2011-06-20,2.75842857142857,3.828
2011-06-21,2.75385714285714,3.798
2011-06-22,2.75414285714286,3.812
2011-06-23,2.75928571428571,3.875
2011-06-24,2.75785714285714,3.778
2011-06-27,2.75728571428571,3.785
2011-06-28,2.75428571428571,3.887
2011-06-30,2.74814285714286,3.922
2011-07-01,2.74671428571429,3.968
2011-07-04,2.74842857142857,3.849
2011-07-05,2.749,3.809
2011-07-06,2.74828571428571,3.869
2011-07-07,2.74242857142857,3.846
2011-07-08,2.744,3.793
2011-07-11,2.74385714285714,3.793
2011-07-12,2.74214285714286,3.759
2011-07-13,2.74142857142857,3.768
2011-07-14,2.741,3.786
2011-07-15,2.74171428571429,3.762
2011-07-18,2.73657142857143,3.768
2011-07-19,2.73628571428571,3.692
2011-07-20,2.73742857142857,3.706
2011-07-21,2.73485714285714,3.818
2011-07-22,2.73657142857143,3.736
2011-07-25,2.73642857142857,3.749
2011-07-26,2.73585714285714,3.85
2011-07-27,2.73728571428571,3.754
2011-08-01,2.74228571428571,3.761
2011-08-02,2.74285714285714,3.786
2011-08-03,2.74185714285714,3.75
2011-08-04,2.74157142857143,3.696
2011-08-05,2.74128571428572,3.859
2011-08-08,2.75314285714286,3.712
2011-08-09,2.74728571428571,3.853
2011-08-10,2.75157142857143,3.802
2011-08-11,2.74428571428571,3.734
2011-08-12,2.74042857142857,3.864
2011-08-15,2.74,3.846
2011-08-16,2.74042857142857,3.92
2011-08-17,2.737,3.94
2011-08-18,2.73885714285714,3.769
2011-08-19,2.73442857142857,3.821
2011-08-22,2.73057142857143,3.812
2011-08-23,2.73171428571429,3.906
2011-08-24,2.73157142857143,3.803
2011-08-25,2.73114285714286,3.797
2011-08-26,2.73042857142857,3.884
2011-08-31,2.72542857142857,3.744
2011-09-01,2.72685714285714,3.845
2011-09-02,2.72914285714286,3.752
2011-09-05,2.73071428571429,3.823
2011-09-06,2.73,3.653
2011-09-07,2.72485714285714,3.727
2011-09-08,2.72428571428571,3.678
2011-09-09,2.72642857142857,3.636
2011-09-12,2.72871428571429,3.52
2011-09-13,2.73285714285714,3.556
2011-09-14,2.73057142857143,3.667
2011-09-15,2.72985714285714,3.664
2011-09-16,2.73057142857143,3.757
2011-09-19,2.738,3.549
2011-09-20,2.73814285714286,3.575
2011-09-21,2.74914285714286,3.63
2011-09-22,2.77985714285714,3.723
2011-09-23,2.76585714285714,3.699
2011-09-26,2.76885714285714,3.634
2011-09-27,2.76885714285714,3.635
2011-09-28,2.766,3.745
2011-09-29,2.76857142857143,3.647
2011-09-30,2.77214285714286,3.688
2011-10-03,2.77314285714286,3.508
2011-10-04,2.77685714285714,3.61
2011-10-05,2.76857142857143,3.561
2011-10-06,2.75214285714286,3.528
2011-10-07,2.74228571428571,3.526
2011-10-10,2.72857142857143,3.592
2011-10-11,2.72957142857143,3.558
2011-10-12,2.72471428571429,3.625
2011-10-13,2.74228571428571,3.557
2011-10-14,2.719,3.683
2011-10-17,2.72128571428571,3.567
2011-10-18,2.72185714285714,3.581
2011-10-19,2.72128571428571,3.639
2011-10-20,2.72528571428571,3.567
2011-10-21,2.71971428571429,3.586
2011-10-24,2.717,3.607
2011-10-25,2.71571428571429,3.605
2011-10-26,2.71757142857143,3.637
2011-10-27,2.70771428571429,3.715
2011-10-28,2.70571428571429,3.643
2011-11-02,2.70985714285714,3.572
2011-11-03,2.707,3.566
2011-11-04,2.70571428571429,3.581
2011-11-07,2.70271428571429,3.57
2011-11-08,2.70214285714286,3.552
2011-11-09,2.70657142857143,3.497
2011-11-10,2.70657142857143,3.655
2011-11-11,2.702,3.584
2011-11-14,2.70442857142857,3.515
2011-11-15,2.70542857142857,3.581
2011-11-16,2.701,3.584
2011-11-17,2.70028571428571,3.607
2011-11-18,2.69942857142857,3.534
2011-11-21,2.70114285714286,3.624
2011-11-22,2.70157142857143,3.485
2011-11-23,2.70514285714286,3.494
2011-11-24,2.70628571428571,3.474
2011-11-25,2.71242857142857,3.548
2011-11-28,2.708,3.494
2011-11-29,2.70585714285714,3.432
2011-11-30,2.69971428571429,3.525
2011-12-01,2.69842857142857,3.571
2011-12-02,2.69757142857143,3.571
2011-12-05,2.697,3.472
2011-12-06,2.69657142857143,3.601
2011-12-07,2.69542857142857,3.5
2011-12-09,2.69528571428571,3.558
2011-12-12,2.70028571428571,3.607
2011-12-13,2.69585714285714,3.636
2011-12-14,2.696,3.368
2011-12-15,2.69514285714286,3.512
2011-12-16,2.696,3.543
2011-12-19,2.69585714285714,3.436
2011-12-20,2.69385714285714,3.494
2011-12-21,2.69371428571429,3.506
2011-12-22,2.693,3.503
2011-12-26,2.69328571428571,3.47
2011-12-27,2.694,3.581
2011-12-28,2.695,3.662
2011-12-29,2.696,3.456
2012-01-02,2.69671428571429,3.48
2012-01-03,2.69457142857143,3.568
2012-01-04,2.69528571428571,3.519
2012-01-05,2.69357142857143,3.551
2012-01-06,2.69242857142857,3.359
2012-01-09,2.69171428571429,3.418
2012-01-10,2.691,3.285
2012-01-11,2.69228571428571,3.42
2012-01-12,2.69114285714286,3.435
2012-01-13,2.69342857142857,3.585
2012-01-16,2.69271428571429,3.391
2012-01-17,2.69114285714286,3.538
2012-01-18,2.692,3.459
2012-01-19,2.69157142857143,3.651
2012-01-20,2.69157142857143,3.317
2012-01-23,2.69042857142857,3.357
2012-01-24,2.691,3.62
2012-01-25,2.69257142857143,3.344
2012-01-26,2.69028571428571,3.519
2012-01-27,2.689,3.49
2012-01-30,2.689,3.591
2012-01-31,2.689,3.382
2012-02-01,2.68814285714286,3.381
2012-02-02,2.68857142857143,3.729
2012-02-03,2.68857142857143,3.543
2012-02-06,2.687,3.518
2012-02-07,2.68728571428571,3.602
2012-02-08,2.687,3.528
2012-02-09,2.68657142857143,3.657
2012-02-10,2.68414285714286,3.485
2012-02-15,2.684,3.396
2012-02-16,2.68242857142857,3.622
2012-02-17,2.68085714285714,3.471
2012-02-20,2.68,3.468
2012-02-21,2.679,3.532
2012-02-22,2.67942857142857,3.651
2012-02-23,2.679,3.529
2012-02-24,2.67814285714286,3.564
2012-02-27,2.67757142857143,3.552
2012-02-28,2.677,3.63
2012-02-29,2.67557142857143,3.56
2012-03-01,2.67357142857143,3.56
2012-03-02,2.67471428571429,3.392
2012-03-05,2.67385714285714,3.528
2012-03-06,2.67457142857143,3.44
2012-03-07,2.67342857142857,3.51
2012-03-08,2.67071428571429,3.369
2012-03-09,2.66871428571429,3.389
2012-03-12,2.66771428571429,3.452
2012-03-13,2.66871428571429,3.6
2012-03-14,2.66914285714286,3.665
2012-03-15,2.67128571428571,3.58
2012-03-16,2.66985714285714,3.737
2012-03-19,2.66957142857143,3.746
2012-03-20,2.67057142857143,3.475
2012-03-21,2.67057142857143,3.377
2012-03-22,2.669,3.353
2012-03-23,2.66871428571429,3.475
2012-03-26,2.66914285714286,3.393
2012-03-27,2.66971428571429,3.434
2012-03-28,2.66828571428571,3.654
2012-03-29,2.66757142857143,3.54
2012-03-30,2.66714285714286,3.652
2012-04-02,2.66671428571429,3.55
2012-04-03,2.66671428571429,3.683
2012-04-04,2.66642857142857,3.359
2012-04-09,2.66614285714286,3.444
2012-04-10,2.66542857142857,3.493
2012-04-11,2.66357142857143,3.401
2012-04-12,2.65957142857143,3.368
2012-04-13,2.657,3.374
2012-04-16,2.65585714285714,3.312
2012-04-17,2.65528571428571,3.413
2012-04-18,2.65414285714286,3.321
2012-04-19,2.65328571428571,3.395
2012-04-20,2.65142857142857,3.387
2012-04-23,2.65142857142857,3.539
2012-04-24,2.65,3.351
2012-04-25,2.64871428571429,3.436
2012-04-26,2.64471428571429,3.39
2012-04-27,2.63785714285714,3.409
2012-05-02,2.63614285714286,3.352
2012-05-03,2.63914285714286,3.507
2012-05-04,2.64257142857143,3.361
2012-05-07,2.63785714285714,3.408
2012-05-08,2.64228571428571,3.455
2012-05-09,2.64485714285714,3.404
2012-05-10,2.64742857142857,3.401
2012-05-11,2.65385714285714,3.437
2012-05-14,2.66414285714286,3.281
2012-05-15,2.66885714285714,3.651
2012-05-16,2.66571428571429,3.336
2012-05-17,2.67085714285714,3.336
2012-05-18,2.66685714285714,3.372
2012-05-21,2.66885714285714,3.285
2012-05-22,2.67157142857143,3.324
2012-05-23,2.68971428571429,3.473
2012-05-24,2.69342857142857,3.497
2012-05-25,2.69857142857143,3.457
2012-05-28,2.69714285714286,3.41
2012-05-29,2.699,3.262
2012-05-30,2.70414285714286,3.426
2012-05-31,2.70857142857143,3.269
2012-06-01,2.70742857142857,3.368
2012-06-04,2.703,3.267
2012-06-05,2.69985714285714,3.323
2012-06-06,2.68171428571429,3.195
2012-06-07,2.67414285714286,3.451
2012-06-08,2.682,3.211
2012-06-11,2.68057142857143,3.362
2012-06-12,2.68371428571429,3.253
2012-06-13,2.677,3.375
2012-06-14,2.67028571428571,3.203
2012-06-15,2.66185714285714,3.244
2012-06-18,2.64585714285714,3.215
2012-06-19,2.63785714285714,3.215
2012-06-20,2.64071428571429,3.219
2012-06-21,2.65071428571429,3.299
2012-06-22,2.65128571428571,3.213
2012-06-25,2.66057142857143,3.295
2012-06-26,2.663,3.324
2012-06-27,2.66214285714286,3.252
2012-06-28,2.67042857142857,3.217
2012-07-02,2.651,3.186
2012-07-03,2.644,3.191
2012-07-04,2.645,3.206
2012-07-05,2.64914285714286,3.212
2012-07-06,2.64942857142857,3.12
2012-07-09,2.63842857142857,3.12
2012-07-10,2.63257142857143,3.12
2012-07-11,2.63185714285714,3.292
2012-07-12,2.63357142857143,3.105
2012-07-13,2.62457142857143,3.409
2012-07-16,2.62242857142857,3.141
2012-07-17,2.618,3.055
2012-07-18,2.61985714285714,3.341
2012-07-19,2.61928571428571,3.052
2012-07-20,2.63057142857143,3.227
2012-07-23,2.64642857142857,3.403
2012-07-24,2.63814285714286,3.295
2012-07-25,2.63671428571429,3.275
2012-07-26,2.629,3.381
2012-07-30,2.62328571428571,3.183
2012-07-31,2.62757142857143,3.132
2012-08-01,2.62385714285714,3.077
2012-08-02,2.62742857142857,3.317
2012-08-03,2.62128571428571,3.127
2012-08-06,2.61857142857143,3.315
2012-08-07,2.61914285714286,3.442
2012-08-08,2.61671428571429,3.063
2012-08-09,2.61571428571429,3.093
2012-08-10,2.61714285714286,3.226
2012-08-13,2.616,3.133
2012-08-14,2.615,3.258
2012-08-15,2.61414285714286,3.196
2012-08-16,2.61285714285714,3.089
2012-08-17,2.612,3.275
2012-08-20,2.61171428571429,3.35
2012-08-21,2.61085714285714,3.6
2012-08-22,2.61342857142857,3.322
2012-08-23,2.61414285714286,3.181
2012-08-24,2.61271428571429,3.259
2012-08-27,2.61085714285714,3.205
2012-08-28,2.61,3.168
2012-08-29,2.60928571428571,3.257
2012-09-03,2.60728571428571,3.205
2012-09-04,2.60757142857143,3.203
2012-09-05,2.61057142857143,3.271
2012-09-06,2.60942857142857,3.244
2012-09-07,2.60785714285714,3.304
2012-09-10,2.60785714285714,3.305
2012-09-11,2.60642857142857,3.334
2012-09-12,2.60442857142857,3.339
2012-09-13,2.60257142857143,3.346
2012-09-14,2.595,3.388
2012-09-17,2.59871428571429,3.3
2012-09-18,2.60142857142857,3.323
2012-09-19,2.60128571428571,3.351
2012-09-20,2.60228571428571,3.356
2012-09-21,2.599,3.368
2012-09-24,2.59757142857143,3.302
2012-09-25,2.59485714285714,3.28
2012-09-26,2.59671428571429,3.31
2012-09-27,2.59371428571429,3.321
2012-09-28,2.59714285714286,3.284
2012-10-03,2.59714285714286,3.257
2012-10-04,2.59557142857143,3.338
2012-10-05,2.59257142857143,3.362
2012-10-09,2.58614285714286,3.321
2012-10-10,2.58457142857143,3.25
2012-10-11,2.585,3.318
2012-10-12,2.58614285714286,3.297
2012-10-15,2.58357142857143,3.248
2012-10-16,2.58128571428571,3.339
2012-10-17,2.58042857142857,3.357
2012-10-18,2.57814285714286,3.364
2012-10-19,2.57885714285714,3.328
2012-10-22,2.57728571428571,3.325
2012-10-23,2.58014285714286,3.325
2012-10-24,2.581,3.327
2012-10-25,2.585,3.331
2012-10-26,2.59771428571429,3.275
2012-10-29,2.60071428571429,3.318
2012-10-30,2.59657142857143,3.264
2012-10-31,2.592,3.274
2012-11-05,2.60314285714286,3.257
2012-11-06,2.60557142857143,3.286
2012-11-07,2.602,3.236
2012-11-08,2.60542857142857,3.285
2012-11-09,2.61142857142857,3.301
2012-11-12,2.61128571428571,3.23
2012-11-13,2.61357175560037,3.272
2012-11-14,2.60428571428571,3.251
2012-11-15,2.60328571428571,3.206
2012-11-16,2.60585714285714,3.288
2012-11-19,2.598,3.209
2012-11-20,2.59714285714286,3.275
2012-11-21,2.59614285714286,3.316
2012-11-22,2.589,3.271
2012-11-23,2.58742857142857,3.331
2012-11-26,2.58814285714286,3.337
2012-11-27,2.58671428571429,3.287
2012-11-28,2.58785714285714,3.311
2012-11-29,2.58085714285714,3.262
2012-11-30,2.578,3.303
2012-12-03,2.577,3.256
2012-12-04,2.57885714285714,3.325
2012-12-05,2.57825,3.281
2012-12-06,2.57742857142857,3.336
2012-12-07,2.57357142857143,3.28
2012-12-10,2.573,3.223
2012-12-11,2.57128571428571,3.239
2012-12-12,2.56928571428571,3.202
2012-12-13,2.56485714285714,3.286
2012-12-14,2.563,3.318
2012-12-17,2.56014285714286,3.242
2012-12-18,2.56142857142857,3.342
2012-12-19,2.56171428571429,3.369
2012-12-20,2.56142857142857,3.374
2012-12-21,2.56228571428571,3.338
2012-12-26,2.55528571428571,3.342
2012-12-27,2.549,3.366
2012-12-28,2.54942857142857,3.33
2013-01-02,2.54842857142857,3.346
2013-01-03,2.54985714285714,3.232
2013-01-04,2.54542857142857,3.288
2013-01-07,2.54571428571429,3.239
2013-01-08,2.54671428571429,3.314
2013-01-09,2.54883333333333,3.237
2013-01-10,2.55016666666667,3.276
2013-01-11,2.548,3.37
2013-01-14,2.53871428571429,3.317
2013-01-15,2.54,3.282
2013-01-16,2.54457142857143,3.364
2013-01-17,2.546,3.277
2013-01-18,2.55214285714286,3.325
2013-01-21,2.55057142857143,3.302
2013-01-22,2.55357142857143,3.302
2013-01-23,2.552,3.306
2013-01-24,2.55371428571429,3.326
2013-01-25,2.55614285714286,3.426
2013-01-28,2.55914285714286,3.379
2013-01-29,2.56171428571429,3.426
2013-01-30,2.55971428571429,3.436
2013-01-31,2.57928571428571,3.394
2013-02-01,2.57085714285714,3.478
2013-02-04,2.57742857142857,3.397
2013-02-05,2.57514285714286,3.44
2013-02-06,2.57671428571429,3.436
2013-02-07,2.57771428571429,3.43
2013-02-08,2.5785,3.373
2013-02-12,2.57728571428571,3.294
2013-02-13,2.56985714285714,3.426
2013-02-14,2.567,3.377
2013-02-15,2.56914285714286,3.385
2013-02-18,2.57514285714286,3.325
2013-02-19,2.58185714285714,3.37
2013-02-20,2.58285714285714,3.427
2013-02-21,2.58485714285714,3.359
2013-02-22,2.58233333333333,3.357
2013-02-25,2.58057142857143,3.297
2013-02-26,2.58385714285714,3.347
2013-02-27,2.58014285714286,3.349
2013-02-28,2.58685714285714,3.261
2013-03-01,2.59328571428571,3.332
2013-03-04,2.597,3.27
2013-03-05,2.59342857142857,3.265
2013-03-06,2.59728571428571,3.309
2013-03-07,2.60285714285714,3.324
2013-03-08,2.59957142857143,3.336
2013-03-11,2.59671428571429,3.295
2013-03-12,2.59142857142857,3.322
2013-03-13,2.59257142857143,3.302
2013-03-14,2.59242857142857,3.324
2013-03-15,2.59171428571429,3.31
2013-03-18,2.59642857142857,3.26
2013-03-19,2.59485714285714,3.242
2013-03-20,2.592,3.297
2013-03-21,2.59228571428571,3.338
2013-03-22,2.59057142857143,3.318
2013-03-25,2.58628571428571,3.258
2013-03-26,2.58385714285714,3.236
2013-03-27,2.58957142857143,3.217
2013-04-01,2.58914285714286,3.256
2013-04-02,2.58642857142857,3.273
2013-04-03,2.58471428571429,3.29
2013-04-04,2.58485714285714,3.313
2013-04-05,2.58342857142857,3.345
2013-04-08,2.57728571428571,3.231
2013-04-09,2.57585714285714,3.32
2013-04-10,2.576,3.31
2013-04-11,2.58042857142857,3.324
2013-04-12,2.58542857142857,3.301
2013-04-15,2.59128571428571,3.305
2013-04-16,2.58771428571429,3.403
2013-04-17,2.59128571428571,3.303
2013-04-18,2.59071428571429,3.33
2013-04-19,2.59214285714286,3.35
2013-04-22,2.59628571428571,3.325
2013-04-23,2.60542857142857,3.291
2013-04-24,2.62214285714286,3.377
2013-04-25,2.62157142857143,3.398
2013-04-26,2.629,3.351
2013-04-29,2.64471428571429,3.416
2013-04-30,2.64314285714286,3.34
2013-05-02,2.647,3.43
2013-05-03,2.626,3.374
2013-05-06,2.61985714285714,3.359
2013-05-07,2.61142857142857,3.321
2013-05-08,2.61514285714286,3.418
2013-05-09,2.60828571428571,3.386
2013-05-10,2.60285714285714,3.359
2013-05-13,2.60014285714286,3.343
2013-05-14,2.59957142857143,3.349
2013-05-15,2.61457142857143,3.241
2013-05-16,2.63,3.248
2013-05-17,2.64371428571429,3.343
2013-05-20,2.64357142857143,3.308
2013-05-21,2.64514285714286,3.334
2013-05-22,2.64985714285714,3.344
2013-05-23,2.66542857142857,3.354
2013-05-24,2.67557142857143,3.418
2013-05-27,2.67142857142857,3.37
2013-05-28,2.676,3.299
2013-05-29,2.68828571428571,3.426
2013-05-30,2.71528571428571,3.49
2013-05-31,2.7315,3.449
2013-06-03,2.72514285714286,3.487
