Fecha_Cambio,TC_Soles_Dolares,TC_Soles_Euros
2007-04-02,3.18183333333333,4.227
2007-04-03,3.18016666666667,4.23
2007-04-04,3.1805,4.181
2007-04-09,3.18016666666667,4.239
2007-04-10,3.181,4.212
2007-04-11,3.18083333333333,4.226
2007-04-12,3.181,4.237
2007-04-13,3.18016666666667,4.275
2007-04-16,3.179,4.25
2007-04-17,3.1775,4.289
2007-04-18,3.1775,4.293
2007-04-19,3.17783333333333,4.3
2007-04-20,3.17766666666667,4.216
2007-04-23,3.17766666666667,4.264
2007-04-24,3.17616666666667,4.28
2007-04-25,3.17533333333333,4.308
2007-04-26,3.17316666666667,4.289
2007-04-27,3.1705,4.301
2007-04-30,3.1705,4.303
2007-05-02,3.1705,4.274
2007-05-03,3.17016666666667,4.245
2007-05-04,3.1655,4.276
2007-05-07,3.166,4.25
2007-05-08,3.1655,4.283
2007-05-09,3.16466666666667,4.274
2007-05-10,3.16643333333333,4.216
2007-05-11,3.16883333333333,4.26
2007-05-14,3.1675,4.259
2007-05-15,3.16466666666667,4.273
2007-05-16,3.16366666666667,4.262
2007-05-17,3.1615,4.245
2007-05-18,3.15633333333333,4.21
2007-05-21,3.16316666666667,4.187
2007-05-22,3.163,4.229
2007-05-23,3.16466666666667,4.245
2007-05-24,3.16866666666667,4.176
2007-05-25,3.169,4.217
2007-05-28,3.172,4.185
2007-05-29,3.17266666666667,4.242
2007-05-30,3.17483333333333,4.149
2007-05-31,3.17366666666667,4.202
2007-06-01,3.17166666666667,4.262
2007-06-04,3.1695,4.311
2007-06-05,3.16866666666667,4.257
2007-06-06,3.16933333333333,4.272
2007-06-07,3.17266666666667,4.252
2007-06-08,3.17433333333333,4.182
2007-06-11,3.17033333333333,4.205
2007-06-12,3.17166666666667,4.172
2007-06-13,3.17033333333333,4.193
2007-06-14,3.17033333333333,4.183
2007-06-15,3.1675,4.185
2007-06-18,3.16716666666667,4.218
2007-06-19,3.167,4.211
2007-06-20,3.16616666666667,4.249
2007-06-21,3.16816666666667,4.218
2007-06-22,3.16966666666667,4.241
2007-06-25,3.17083333333333,4.25
2007-06-26,3.17116666666667,4.236
2007-06-27,3.17016666666667,4.236
2007-06-28,3.1675,4.212
2007-07-02,3.16616666666667,4.264
2007-07-03,3.166,4.239
2007-07-04,3.16483333333333,4.252
2007-07-05,3.16433333333333,4.292
2007-07-06,3.16333333333333,4.253
2007-07-09,3.16283333333333,4.297
2007-07-10,3.16,4.294
2007-07-11,3.1575,4.235
2007-07-12,3.15783333333333,4.312
2007-07-13,3.15783333333333,4.328
2007-07-16,3.1585,4.301
2007-07-17,3.15816666666667,4.317
2007-07-18,3.15783333333333,4.298
2007-07-19,3.157,4.308
2007-07-20,3.15616666666667,4.239
2007-07-23,3.15616666666667,4.298
2007-07-24,3.15616666666667,4.336
2007-07-25,3.15766666666667,4.26
2007-07-26,3.16416666666667,4.299
2007-07-27,3.16283333333333,4.312
2007-07-30,3.16283333333333,4.264
2007-07-31,3.16,4.258
2007-08-01,3.15783333333333,4.265
2007-08-02,3.157,4.218
2007-08-03,3.1575,4.318
2007-08-06,3.1565,4.284
2007-08-07,3.15316666666667,4.325
2007-08-08,3.15,4.305
2007-08-09,3.1515,4.295
2007-08-10,3.15216666666667,4.295
2007-08-13,3.14733333333333,4.233
2007-08-14,3.14533333333333,4.224
2007-08-15,3.14366666666667,4.198
2007-08-16,3.16133333333333,4.204
2007-08-17,3.15616666666667,4.21
2007-08-20,3.155,4.208
2007-08-21,3.16783333333333,4.238
2007-08-22,3.16266666666667,4.248
2007-08-23,3.1615,4.222
2007-08-24,3.164,4.271
2007-08-27,3.162,4.282
2007-08-28,3.1645,4.287
2007-08-29,3.16328571428571,4.313
2007-08-31,3.16071428571429,4.273
2007-09-03,3.16028571428571,4.247
2007-09-04,3.16142857142857,4.276
2007-09-05,3.163,4.283
2007-09-06,3.16428571428571,4.282
2007-09-07,3.16057142857143,4.321
2007-09-10,3.16028571428571,4.322
2007-09-11,3.15771428571429,4.33
2007-09-12,3.15142857142857,4.346
2007-09-13,3.14385714285714,4.335
2007-09-14,3.13828571428571,4.257
2007-09-17,3.13757142857143,4.313
2007-09-18,3.13242857142857,4.333
2007-09-19,3.12414285714286,4.34
2007-09-20,3.11942857142857,4.36
2007-09-21,3.11342857142857,4.291
2007-09-24,3.11371428571429,4.347
2007-09-25,3.11128571428571,4.376
2007-09-26,3.10442857142857,4.337
2007-09-27,3.097,4.357
2007-09-28,3.08557142857143,4.346
2007-10-01,3.06542857142857,4.29
2007-10-02,3.04085714285714,4.255
2007-10-03,3.02271428571429,4.244
2007-10-04,3.01914285714286,4.223
2007-10-05,3.01671428571429,4.279
2007-10-09,3.01614285714286,4.272
2007-10-10,3.01628571428571,4.25
2007-10-11,3.01114285714286,4.19
2007-10-12,3.01457142857143,4.245
2007-10-15,3.01471428571429,4.228
2007-10-16,3.019,4.236
2007-10-17,3.01728571428571,4.214
2007-10-18,3.02014285714286,4.223
2007-10-19,3.02028571428571,4.273
2007-10-22,3.02,4.224
2007-10-23,3.01685714285714,4.245
2007-10-24,3.01885714285714,4.285
2007-10-25,3.01714285714286,4.254
2007-10-26,3.01471428571429,4.32
2007-10-29,3.01085714285714,4.292
2007-10-30,3.00171428571429,4.309
2007-10-31,2.99757142857143,4.287
2007-11-02,2.99785714285714,4.32
2007-11-05,2.99971,4.277
2007-11-06,3.00371,4.344
2007-11-07,3.00371,4.257
2007-11-08,3.00171,4.389
2007-11-09,2.99457,4.391
2007-11-12,2.99229,4.331
2007-11-13,2.99171,4.318
2007-11-14,2.99471,4.342
2007-11-15,2.99443,4.345
2007-11-16,2.99614,4.341
2007-11-19,2.99785714285714,4.353
2007-11-20,2.99785714285714,4.377
2007-11-21,3.00242857142857,4.426
2007-11-22,3.00114285714286,4.452
2007-11-23,3.006,4.437
2007-11-26,3.01328571428571,4.421
2007-11-27,3.01071428571429,4.473
2007-11-28,2.99928571428571,4.427
2007-11-29,2.99828571428571,4.348
2007-11-30,2.99785714285714,4.386
2007-12-03,2.99685714285714,4.322
2007-12-04,2.99885714285714,4.383
2007-12-05,2.98714285714286,4.366
2007-12-06,2.98085714285714,4.348
2007-12-07,2.97314285714286,4.37
2007-12-10,2.97228571428571,4.304
2007-12-11,2.96771428571429,4.256
2007-12-12,2.96928571428571,4.319
2007-12-13,2.97428571428571,4.307
2007-12-14,2.97614285714286,4.275
2007-12-17,2.97542857142857,4.259
2007-12-18,2.97657142857143,4.28
2007-12-19,2.97471428571429,4.265
2007-12-20,2.97385714285714,4.208
2007-12-21,2.97671428571429,4.263
2007-12-24,2.9776,4.249
2007-12-26,2.97914285714286,4.308
2007-12-27,2.98671428571429,4.343
2007-12-28,2.99214285714286,4.317
2007-12-31,2.9954,4.239
2008-01-02,2.98057142857143,4.362
2008-01-03,2.96928571428571,4.315
2008-01-07,2.96771428571429,4.299
2008-01-08,2.96142857142857,4.322
2008-01-09,2.958,4.333
2008-01-10,2.959,4.331
2008-01-11,2.93728571428571,4.317
2008-01-14,2.91742857142857,4.298
2008-01-15,2.93171428571429,4.345
2008-01-16,2.93985714285714,4.343
2008-01-17,2.95342857142857,4.313
2008-01-18,2.94528571428571,4.303
2008-01-21,2.96457142857143,4.245
2008-01-22,2.95114285714286,4.273
2008-01-23,2.95,4.241
2008-01-24,2.93785714285714,4.259
2008-01-25,2.93142857142857,4.32
2008-01-28,2.935,4.312
2008-01-29,2.93328571428571,4.299
2008-01-30,2.93371428571429,4.321
2008-01-31,2.93142857142857,4.343
2008-02-01,2.92757142857143,4.32
2008-02-04,2.927,4.291
2008-02-05,2.92385714285714,4.284
2008-02-06,2.92071428571429,4.207
2008-02-07,2.91285714285714,4.213
2008-02-08,2.90857142857143,4.198
2008-02-11,2.90842857142857,4.171
2008-02-12,2.90528571428571,4.206
2008-02-13,2.90114285714286,4.2
2008-02-14,2.89885714285714,4.195
2008-02-15,2.90257142857143,4.224
2008-02-18,2.90357142857143,4.206
2008-02-19,2.89857142857143,4.243
2008-02-20,2.89942857142857,4.227
2008-02-21,2.89785714285714,4.246
2008-02-22,2.897,4.294
2008-02-25,2.89585714285714,4.284
2008-02-26,2.89414285714286,4.286
2008-02-27,2.89185714285714,4.324
2008-02-28,2.89028571428571,4.349
2008-02-29,2.88657142857143,4.359
2008-03-03,2.88342857142857,4.358
2008-03-04,2.87742857142857,4.365
2008-03-05,2.87114285714286,4.369
2008-03-06,2.85471428571429,4.373
2008-03-07,2.84128571428571,4.345
2008-03-10,2.82571428571429,4.341
2008-03-11,2.80814285714286,4.295
2008-03-12,2.81042857142857,4.308
2008-03-13,2.81185714285714,4.353
2008-03-14,2.80942857142857,4.375
2008-03-17,2.80914285714286,4.366
2008-03-18,2.807,4.386
2008-03-19,2.79371428571429,4.306
2008-03-24,2.79328571428571,4.303
2008-03-25,2.78428571428571,4.323
2008-03-26,2.77257142857143,4.347
2008-03-27,2.75314285714286,4.331
2008-03-28,2.73657142857143,4.296
2008-03-31,2.744,4.321
2008-04-01,2.73228571428571,4.244
2008-04-02,2.71942857142857,4.235
2008-04-03,2.69342857142857,4.243
2008-04-04,2.69028571428571,4.19
2008-04-07,2.69157142857143,4.235
2008-04-08,2.69357142857143,4.191
2008-04-09,2.69642857142857,4.206
2008-04-10,2.71071428571429,4.269
2008-04-11,2.73942857142857,4.34
2008-04-14,2.724,4.306
2008-04-15,2.70628571428571,4.288
2008-04-16,2.70157142857143,4.296
2008-04-17,2.71185714285714,4.292
2008-04-18,2.72471428571429,4.211
2008-04-21,2.76328571428571,4.333
2008-04-22,2.79914285714286,4.367
2008-04-23,2.78414285714286,4.355
2008-04-24,2.77814285714286,4.349
2008-04-25,2.80385714285714,4.285
2008-04-28,2.83114285714286,4.315
2008-04-29,2.83814285714286,4.457
2008-04-30,2.84485714285714,4.41
2008-05-02,2.78442857142857,4.311
2008-05-05,2.78042857142857,4.286
2008-05-06,2.78514285714286,4.272
2008-05-07,2.76571428571429,4.276
2008-05-08,2.75585714285714,4.202
2008-05-09,2.75585714285714,4.223
2008-05-12,2.75971428571429,4.245
2008-05-13,2.76571428571429,4.249
2008-05-14,2.75971428571429,4.248
2008-05-20,2.80171428571429,4.334
2008-05-21,2.801,4.373
2008-05-22,2.82814285714286,4.37
2008-05-23,2.84771428571429,4.464
2008-05-26,2.84685714285714,4.432
2008-05-27,2.85914285714286,4.428
2008-05-28,2.86414285714286,4.466
2008-05-29,2.859,4.366
2008-05-30,2.83614285714286,4.383
2008-06-02,2.84014285714286,4.385
2008-06-03,2.82771428571429,4.3
2008-06-04,2.814,4.321
2008-06-05,2.799,4.336
2008-06-06,2.80171428571429,4.38
2008-06-09,2.82157142857143,4.361
2008-06-10,2.85942857142857,4.352
2008-06-11,2.88542857142857,4.431
2008-06-12,2.90171428571429,4.413
2008-06-13,2.87728571428571,4.404
2008-06-16,2.887,4.441
2008-06-17,2.88242857142857,4.435
2008-06-18,2.88228571428571,4.426
2008-06-19,2.90785714285714,4.466
2008-06-20,2.925,4.521
2008-06-23,2.93714285714286,4.312
2008-06-24,2.956,4.546
2008-06-25,2.96542857142857,4.412
2008-06-26,2.96285714285714,4.616
2008-06-27,2.96528571428571,4.601
2008-06-30,2.96457142857143,4.587
2008-07-01,2.962,4.636
2008-07-02,2.955,4.613
2008-07-03,2.91,4.537
2008-07-04,2.88728571428571,4.455
2008-07-07,2.85414285714286,4.424
2008-07-08,2.81885714285714,4.353
2008-07-09,2.80957142857143,4.359
2008-07-10,2.808,4.404
2008-07-11,2.82285714285714,4.339
2008-07-14,2.81971428571429,4.464
2008-07-15,2.83314285714286,4.45
2008-07-16,2.82557142857143,4.471
2008-07-17,2.82714285714286,4.455
2008-07-18,2.84185714285714,4.473
2008-07-21,2.83985714285714,4.381
2008-07-22,2.84157142857143,4.475
2008-07-23,2.83542857142857,4.437
2008-07-24,2.83014285714286,4.41
2008-07-25,2.818,4.383
2008-07-30,2.82028571428571,4.35
2008-07-31,2.815,4.327
2008-08-01,2.80528571428571,4.314
2008-08-04,2.77671428571429,4.287
2008-08-05,2.78071428571429,4.235
2008-08-06,2.79157142857143,4.29
2008-08-07,2.80514285714286,4.255
2008-08-08,2.84085714285714,4.178
2008-08-11,2.88628571428571,4.23
2008-08-12,2.91242857142857,4.273
2008-08-13,2.93485714285714,4.328
2008-08-14,2.92528571428571,4.288
2008-08-15,2.94128571428571,4.283
2008-08-18,2.928,4.263
2008-08-19,2.92071428571429,4.271
2008-08-20,2.907,4.252
2008-08-21,2.89428571428571,4.269
2008-08-22,2.91171428571429,4.27
2008-08-25,2.92642857142857,4.2
2008-08-26,2.94457142857143,4.289
2008-08-27,2.94742857142857,4.256
2008-08-28,2.95414285714286,4.319
2008-08-29,2.95314285714286,4.311
2008-09-01,2.95342857142857,4.278
2008-09-02,2.95885714285714,4.252
2008-09-03,2.96428571428571,4.269
2008-09-04,2.96628571428571,4.252
2008-09-05,2.96942857142857,4.192
2008-09-08,2.97042857142857,4.181
2008-09-09,2.97257142857143,4.17
2008-09-10,2.97071428571429,4.163
2008-09-11,2.97314285714286,4.113
2008-09-12,2.96,4.157
2008-09-15,2.97271428571429,4.173
2008-09-16,2.97471428571429,4.193
2008-09-17,2.97485714285714,4.177
2008-09-18,2.973,4.228
2008-09-19,2.94642857142857,4.243
2008-09-22,2.93871428571429,4.261
2008-09-23,2.94342857142857,4.201
2008-09-24,2.95728571428571,4.249
2008-09-25,2.95542857142857,4.282
2008-09-26,2.96542857142857,4.306
2008-09-29,2.97928571428571,4.263
2008-09-30,2.97442857142857,4.151
2008-10-01,2.98057142857143,4.52
2008-10-02,2.995,4.172
2008-10-03,2.99742857142857,4.128
2008-10-06,3.05214285714286,4.101
2008-10-07,3.10228571428571,4.162
2008-10-09,3.14142857142857,4.08
2008-10-10,3.10757142857143,4.196
2008-10-13,3.02714285714286,4
2008-10-14,3.03114285714286,3.963
2008-10-15,3.06671428571429,4.022
2008-10-16,3.06857142857143,4.011
2008-10-17,3.059,4.093
2008-10-20,3.04428571428571,4.033
2008-10-21,3.07128571428571,4.036
2008-10-22,3.10314285714286,3.992
2008-10-23,3.09328571428571,3.933
2008-10-24,3.10742857142857,3.908
2008-10-27,3.09914285714286,3.845
2008-10-28,3.096,3.842
2008-10-29,3.08742857142857,3.818
2008-10-30,3.08128571428571,3.957
2008-10-31,3.08542857142857,3.886
2008-11-03,3.07314285714286,3.902
2008-11-04,3.06957142857143,3.938
2008-11-05,3.07171428571429,3.944
2008-11-06,3.08342857142857,3.904
2008-11-07,3.08542857142857,3.906
2008-11-10,3.081,3.903
2008-11-11,3.09085714285714,3.906
2008-11-12,3.09985714285714,3.851
2008-11-13,3.10357142857143,3.855
2008-11-14,3.09385714285714,3.895
2008-11-17,3.09857142857143,3.862
2008-11-18,3.10214285714286,3.855
2008-11-19,3.10357142857143,3.918
2008-11-24,3.09071428571429,3.876
2008-11-25,3.09085714285714,3.844
2008-11-26,3.09285714285714,3.914
2008-11-27,3.08942857142857,3.966
2008-11-28,3.09442857142857,3.875
2008-12-01,3.09885714285714,3.903
2008-12-02,3.10971428571429,3.951
2008-12-03,3.11685714285714,3.918
2008-12-04,3.11457142857143,3.942
2008-12-05,3.11785714285714,3.931
2008-12-09,3.11471428571429,3.864
2008-12-10,3.11328571428571,3.878
2008-12-11,3.10685714285714,4.048
2008-12-12,3.11014285714286,4.036
2008-12-15,3.10342857142857,4.047
2008-12-16,3.08842857142857,4.092
2008-12-17,3.07471428571429,4.113
2008-12-18,3.088,4.329
2008-12-19,3.10442857142857,4.15
2008-12-22,3.11071428571429,4.276
2008-12-23,3.12842857142857,4.19
2008-12-24,3.14028571428571,4.248
2008-12-29,3.13157142857143,4.376
2008-12-30,3.13842857142857,4.349
2008-12-31,3.139,4.319
2009-01-05,3.13785714285714,4.172
2009-01-06,3.13028571428571,4.13
2009-01-07,3.14028571428571,4.139
2009-01-08,3.14028571428571,4.182
2009-01-09,3.13171428571429,4.122
2009-01-12,3.13985714285714,4.108
2009-01-13,3.14857142857143,4.064
2009-01-14,3.15085714285714,4.088
2009-01-15,3.14942857142857,3.867
2009-01-16,3.145,3.914
2009-01-19,3.15071428571429,4.057
2009-01-20,3.15757142857143,3.865
2009-01-21,3.15228571428571,3.98
2009-01-22,3.15271428571429,3.984
2009-01-23,3.16042857142857,3.802
2009-01-26,3.15814285714286,3.894
2009-01-27,3.16071428571429,3.95
2009-01-28,3.16171428571429,4.044
2009-01-29,3.166,3.932
2009-01-30,3.17385714285714,3.842
2009-02-02,3.19342857142857,3.826
2009-02-03,3.21285714285714,3.975
2009-02-04,3.23571428571429,3.927
2009-02-05,3.24057142857143,3.909
2009-02-06,3.22628571428571,3.978
2009-02-09,3.21914285714286,3.936
2009-02-10,3.233,4.119
2009-02-11,3.23742857142857,3.958
2009-02-12,3.23085714285714,4.081
2009-02-13,3.22857142857143,4.087
2009-02-16,3.23257142857143,3.866
2009-02-17,3.24328571428571,3.982
2009-02-18,3.242,3.986
2009-02-19,3.24442857142857,3.963
2009-02-20,3.25014285714286,4.036
2009-02-23,3.24742857142857,3.882
2009-02-24,3.251,4.103
2009-02-25,3.24528571428571,4.024
2009-02-26,3.24157142857143,4.046
2009-02-27,3.24828571428571,4.017
2009-03-02,3.25371428571429,4.053
2009-03-03,3.25757142857143,4.042
2009-03-04,3.251,4.006
2009-03-05,3.252,4.024
2009-03-06,3.23085714285714,4.023
2009-03-09,3.21985714285714,3.877
2009-03-10,3.19314285714286,4.02
2009-03-11,3.17642857142857,3.96
2009-03-12,3.17928571428571,4.02
2009-03-13,3.17114285714286,3.992
2009-03-16,3.14785714285714,4.064
2009-03-17,3.14571428571429,3.855
2009-03-18,3.145,4.007
2009-03-19,3.10685714285714,4.173
2009-03-20,3.11028571428571,4.178
2009-03-23,3.11728571428571,4.2
2009-03-24,3.13571428571429,4.182
2009-03-25,3.13085714285714,4.064
2009-03-26,3.12957142857143,4.197
2009-03-27,3.13557142857143,4.089
2009-03-30,3.16242857142857,4.044
2009-03-31,3.15885714285714,4.136
2009-04-01,3.14571428571429,4.064
2009-04-02,3.12014285714286,3.969
2009-04-03,3.12028571428571,4.113
2009-04-06,3.11157142857143,4.1
2009-04-07,3.11485714285714,4.082
2009-04-08,3.10757142857143,4.007
2009-04-13,3.085,4.047
2009-04-14,3.09128571428571,4.001
2009-04-15,3.091,4.014
2009-04-16,3.07528571428571,4.014
2009-04-17,3.07971428571429,3.938
2009-04-20,3.09414285714286,3.937
2009-04-21,3.08814285714286,3.935
2009-04-22,3.08357142857143,3.952
2009-04-23,3.07928571428571,3.984
2009-04-24,3.05428571428571,4.042
2009-04-27,3.05814285714286,3.963
2009-04-28,3.04728571428571,3.973
2009-04-29,3.01857142857143,3.993
2009-04-30,2.98914285714286,3.916
2009-05-04,2.96842857142857,3.714
2009-05-05,2.97114285714286,3.749
2009-05-06,2.96042857142857,3.795
2009-05-07,2.95657142857143,3.758
2009-05-08,2.95371428571429,3.789
2009-05-11,2.966,3.864
2009-05-12,2.98871428571429,3.971
2009-05-13,3.03785714285714,3.898
2009-05-14,3.02057142857143,4.054
2009-05-15,3.01757142857143,3.892
2009-05-18,3.00928571428571,3.851
2009-05-19,3.00271428571429,3.98
2009-05-20,2.98642857142857,3.899
2009-05-21,2.99885714285714,4.051
2009-05-22,2.99785714285714,4.014
2009-05-25,3.00414285714286,4.138
2009-05-26,3.00314285714286,4.117
2009-05-27,3.004,4.084
2009-05-28,3.00671428571429,4.156
2009-05-29,2.99214285714286,4.153
2009-06-01,2.96371428571429,4.116
2009-06-02,2.96628571428571,4.201
2009-06-03,2.974,4.155
2009-06-04,2.97128571428571,4.199
2009-06-05,2.96728571428571,4.078
2009-06-08,2.97971428571429,3.958
2009-06-09,2.979,4.064
2009-06-10,2.97971428571429,4.085
2009-06-11,2.97671428571429,4.002
2009-06-12,2.97557142857143,3.982
2009-06-15,2.98085714285714,3.914
2009-06-16,2.98557142857143,4.024
2009-06-17,2.99842857142857,4.06
2009-06-18,2.98942857142857,4.166
2009-06-19,2.98385714285714,4.12
2009-06-22,3.01628571428571,4.091
2009-06-23,3.022,4.06
2009-06-24,3.017,4.109
2009-06-25,3.02271428571429,4.111
2009-06-26,3.00771428571429,4.129
2009-06-30,3.00814285714286,4.035
2009-07-01,3.00514285714286,4.118
2009-07-02,3.015,4.115
2009-07-03,3.013,4.178
2009-07-06,3.01885714285714,4.106
2009-07-07,3.016,4.1
2009-07-08,3.02542857142857,4.136
2009-07-09,3.02214285714286,4.123
2009-07-10,3.02671428571429,4.117
2009-07-13,3.02542857142857,4.13
2009-07-14,3.02228571428571,4.157
2009-07-15,3.01428571428571,4.168
2009-07-16,3.011,4.09
2009-07-17,3.00942857142857,4.032
2009-07-20,3.00971428571429,4.123
2009-07-21,3.01314285714286,4.051
2009-07-22,3.00628571428571,4.199
2009-07-23,3.00242857142857,4.054
2009-07-24,2.99614285714286,4.169
2009-07-30,2.98528571428572,4.117
2009-07-31,2.985,4.157
2009-08-03,2.971,4.113
2009-08-04,2.96257142857143,4.099
2009-08-05,2.95171428571429,4.046
2009-08-06,2.94885714285714,3.989
2009-08-07,2.93457142857143,4.018
2009-08-10,2.93342857142857,4.074
2009-08-11,2.94442857142857,4.079
2009-08-12,2.92914285714286,3.991
2009-08-13,2.92671428571429,3.936
2009-08-14,2.94314285714286,4.026
2009-08-17,2.96142857142857,4.073
2009-08-18,2.94842857142857,3.96
2009-08-19,2.96071428571429,4.013
2009-08-20,2.96028571428571,4.006
2009-08-21,2.95171428571429,4.002
2009-08-24,2.96042857142857,4.13
2009-08-25,2.96071428571429,4.009
2009-08-26,2.95557142857143,4.138
2009-08-27,2.95228571428571,4.06
2009-08-28,2.93657142857143,3.988
2009-08-31,2.94585714285714,4.05
2009-09-01,2.95071428571429,4.124
2009-09-02,2.94785714285714,4.118
2009-09-03,2.94385714285714,3.967
2009-09-04,2.93457142857143,4.008
2009-09-07,2.93042857142857,4.002
2009-09-08,2.91785714285714,3.982
2009-09-09,2.921,4.033
2009-09-10,2.92571428571429,4.117
2009-09-11,2.923,4.021
2009-09-14,2.92128571428571,4.141
2009-09-15,2.91557142857143,4.176
2009-09-16,2.89871428571429,4.065
2009-09-17,2.89728571428571,4.066
2009-09-18,2.89314285714286,4.21
2009-09-21,2.89971428571429,4.057
2009-09-22,2.88528571428571,4.103
2009-09-23,2.86757142857143,4.135
2009-09-24,2.876,4.096
2009-09-25,2.88,3.952
2009-09-28,2.88085714285714,4.076
2009-09-29,2.88771428571429,4.108
2009-09-30,2.885,4.061
2009-10-01,2.88671428571429,4.037
2009-10-02,2.88257142857143,4.134
2009-10-05,2.86957142857143,4.042
2009-10-06,2.86228571428571,4.053
2009-10-07,2.86585714285714,4.074
2009-10-12,2.85671428571429,4.08
2009-10-13,2.85414285714286,4.132
2009-10-14,2.854,4.208
2009-10-15,2.85628571428571,4.2
2009-10-16,2.85442857142857,4.192
2009-10-19,2.852,4.192
2009-10-20,2.861,4.189
2009-10-21,2.85557142857143,4.221
2009-10-22,2.86071428571429,4.228
2009-10-23,2.86628571428571,4.214
2009-10-26,2.87614285714286,4.209
2009-10-27,2.89542857142857,4.263
2009-10-28,2.90285714285714,4.231
2009-10-29,2.89428571428571,4.225
2009-10-30,2.903,4.197
2009-11-02,2.90171428571429,4.213
2009-11-03,2.90942857142857,4.168
2009-11-04,2.898,4.14
2009-11-05,2.89571428571429,4.147
2009-11-06,2.89785714285714,4.179
2009-11-09,2.88757142857143,4.146
2009-11-10,2.88657142857143,4.192
2009-11-11,2.87485714285714,4.222
2009-11-12,2.87585714285714,4.117
2009-11-13,2.87442857142857,4.233
2009-11-16,2.86814285714286,4.152
2009-11-17,2.86785714285714,4.197
2009-11-18,2.86257142857143,4.137
2009-11-19,2.87242857142857,4.148
2009-11-20,2.88,4.119
2009-11-23,2.87328571428571,4.264
2009-11-24,2.881,4.212
2009-11-25,2.87914285714286,4.216
2009-11-26,2.89328571428571,4.182
2009-11-27,2.889,4.232
2009-11-30,2.87957142857143,4.174
2009-12-01,2.87414285714286,4.209
2009-12-02,2.87857142857143,4.27
2009-12-03,2.872,4.198
2009-12-04,2.87028571428571,4.251
2009-12-07,2.86671428571429,4.118
2009-12-09,2.87342857142857,4.141
2009-12-10,2.87071428571429,4.06
2009-12-11,2.87385714285714,4.085
2009-12-14,2.87214285714286,4.097
2009-12-15,2.87314285714286,4.069
2009-12-16,2.86871428571429,4.041
2009-12-17,2.87828571428571,3.986
2009-12-18,2.88357142857143,4.029
2009-12-21,2.88142857142857,4.026
2009-12-22,2.88071428571429,3.517
2009-12-23,2.88242857142857,4.028
2009-12-28,2.88228571428571,4.103
2009-12-29,2.88471428571429,4.102
2009-12-30,2.88828571428571,4.057
2010-01-04,2.87985714285714,4.054
2010-01-05,2.87128571428571,4.112
2010-01-06,2.86785714285714,4.018
2010-01-07,2.86528571428571,4.013
2010-01-08,2.85314285714286,4.017
2010-01-11,2.84671428571429,3.993
2010-01-12,2.848,4.031
2010-01-13,2.84471428571429,4.023
2010-01-14,2.84728571428571,4.054
2010-01-15,2.84928571428571,4.021
2010-01-18,2.85028571428571,3.989
2010-01-19,2.85271428571429,4.029
2010-01-20,2.85414285714286,3.923
2010-01-21,2.84942857142857,4.002
2010-01-22,2.85128571428571,3.917
2010-01-25,2.85014285714286,3.898
2010-01-26,2.85357142857143,3.971
2010-01-27,2.86,3.907
2010-01-28,2.85828571428571,3.851
2010-01-29,2.85514285714286,3.855
2010-02-01,2.85285714285714,3.894
2010-02-02,2.84842857142857,3.909
2010-02-03,2.85114285714286,3.842
2010-02-04,2.85857142857143,3.853
2010-02-05,2.86271428571429,3.797
2010-02-08,2.87028571428571,3.859
2010-02-09,2.86228571428571,3.868
2010-02-10,2.85757142857143,3.78
2010-02-11,2.85114285714286,3.788
2010-02-12,2.85414285714286,3.706
2010-02-15,2.85328571428571,3.775
2010-02-16,2.84857142857143,3.829
2010-02-17,2.84714285714286,3.76
2010-02-18,2.84971428571429,3.77
2010-02-19,2.85057142857143,3.726
2010-02-22,2.84857142857143,3.692
2010-02-23,2.85014285714286,3.746
2010-02-24,2.84785714285714,3.719
2010-02-25,2.849,3.783
2010-02-26,2.846,3.69
2010-03-01,2.84342857142857,3.688
2010-03-02,2.84314285714286,3.792
2010-03-03,2.84228571428571,3.83
2010-03-04,2.84257142857143,3.783
2010-03-05,2.84,3.718
2010-03-08,2.83928571428571,3.754
2010-03-09,2.84028571428571,3.736
2010-03-10,2.83814285714286,3.733
2010-03-11,2.838,3.749
2010-03-12,2.83671428571429,3.827
2010-03-15,2.83842857142857,3.732
2010-03-16,2.83657142857143,3.791
2010-03-17,2.83585714285714,3.808
2010-03-18,2.83757142857143,3.733
2010-03-19,2.837,3.697
2010-03-22,2.83685714285714,3.679
2010-03-23,2.83585714285714,3.678
2010-03-24,2.83614285714286,3.687
2010-03-25,2.83642857142857,3.646
2010-03-26,2.83785714285714,3.671
2010-03-29,2.839,3.666
2010-03-30,2.83871428571429,3.705
2010-03-31,2.84114285714286,3.699
2010-04-05,2.83771428571429,3.687
2010-04-06,2.83785714285714,3.667
2010-04-07,2.83657142857143,3.643
2010-04-08,2.83614285714286,3.665
2010-04-09,2.83542857142857,3.737
2010-04-12,2.835,3.713
2010-04-13,2.83514285714286,3.797
2010-04-14,2.834,3.779
2010-04-15,2.83471428571429,3.753
2010-04-16,2.83557142857143,3.812
2010-04-19,2.83628571428571,3.811
2010-04-20,2.83714285714286,3.777
2010-04-21,2.83957142857143,3.77
2010-04-22,2.845,3.674
2010-04-23,2.84171428571429,3.744
2010-04-26,2.84342857142857,3.732
2010-04-27,2.84628571428571,3.773
2010-04-28,2.84571428571429,3.688
